id,name,isHighlight,primaryImage,link,countryId,departmentId,accessionYear
250,Cover,0,https://images.metmuseum.org/CRDImages/ad/original/DP207326.jpg,https://www.metmuseum.org/art/collection/search/2284,1,1,1913
251,"Jar Cover",0,https://images.metmuseum.org/CRDImages/ad/original/36378.jpg,https://www.metmuseum.org/art/collection/search/2289,11,1,1917
252,"Cover for Wine Cup",0,https://images.metmuseum.org/CRDImages/ad/original/97704.jpg,https://www.metmuseum.org/art/collection/search/2290,1,1,1933
253,"Covered ale pitcher",0,https://images.metmuseum.org/CRDImages/ad/original/DP207955.jpg,https://www.metmuseum.org/art/collection/search/2291,1,1,1984
254,"Covered bean pot",0,https://images.metmuseum.org/CRDImages/ad/original/DP207937.jpg,https://www.metmuseum.org/art/collection/search/2292,1,1,1914
255,"Covered Jar",0,https://images.metmuseum.org/CRDImages/ad/original/ADA5602.jpg,https://www.metmuseum.org/art/collection/search/2293,1,1,1985
256,"Covered Bowl",0,https://images.metmuseum.org/CRDImages/ad/original/DP250582.jpg,https://www.metmuseum.org/art/collection/search/2296,11,1,1911
257,"Chestnut Bowl",0,https://images.metmuseum.org/CRDImages/ad/original/66643.jpg,https://www.metmuseum.org/art/collection/search/2300,2,1,1927
258,"Purple marble glass covered bowl",0,https://images.metmuseum.org/CRDImages/ad/original/182047.jpg,https://www.metmuseum.org/art/collection/search/2307,1,1,1946
259,"Covered bowl",0,https://images.metmuseum.org/CRDImages/ad/original/DP208365.jpg,https://www.metmuseum.org/art/collection/search/2312,1,1,1934
260,"Covered Two-handled Bowl",0,https://images.metmuseum.org/CRDImages/ad/original/DP258503.jpg,https://www.metmuseum.org/art/collection/search/2328,7,1,1910
261,"Covered Two-handled Bowl and Tray",0,https://images.metmuseum.org/CRDImages/ad/original/DP258503.jpg,https://www.metmuseum.org/art/collection/search/2329,7,1,1910
262,"Covered Box",0,https://images.metmuseum.org/CRDImages/ad/original/135828.jpg,https://www.metmuseum.org/art/collection/search/2333,1,1,1945
263,"Covered Butter Dish",0,https://images.metmuseum.org/CRDImages/ad/original/174239.jpg,https://www.metmuseum.org/art/collection/search/2340,1,1,1946
264,"Covered butter dish",0,https://images.metmuseum.org/CRDImages/ad/original/182048.jpg,https://www.metmuseum.org/art/collection/search/2343,1,1,1946
265,"Tea Caddy",0,https://images.metmuseum.org/CRDImages/ad/original/DP244085.jpg,https://www.metmuseum.org/art/collection/search/2346,2,1,1952
266,"Card Case",0,https://images.metmuseum.org/CRDImages/ad/original/160267.jpg,https://www.metmuseum.org/art/collection/search/2348,7,1,1955
267,"Covered Compote",0,https://images.metmuseum.org/CRDImages/ad/original/174944.jpg,https://www.metmuseum.org/art/collection/search/2349,1,1,1946
268,"Covered compote",0,https://images.metmuseum.org/CRDImages/ad/original/DP208108.jpg,https://www.metmuseum.org/art/collection/search/2351,1,1,1946
269,Creamer,0,https://images.metmuseum.org/CRDImages/ad/original/DP264261.jpg,https://www.metmuseum.org/art/collection/search/2353,7,1,1938
270,"Two-Handled Cup and Cover",0,https://images.metmuseum.org/CRDImages/ad/original/DP107453.jpg,https://www.metmuseum.org/art/collection/search/2354,1,1,1952
271,"Covered Cup and Saucer",0,https://images.metmuseum.org/CRDImages/ad/original/240211.jpg,https://www.metmuseum.org/art/collection/search/2355,1,1,1985
272,"Covered Dish",0,https://images.metmuseum.org/CRDImages/ad/original/DP270497.jpg,https://www.metmuseum.org/art/collection/search/2356,1,1,1934
273,"Covered dish",0,https://images.metmuseum.org/CRDImages/ad/original/DP207351.jpg,https://www.metmuseum.org/art/collection/search/2358,1,1,1951
274,"Covered Figural Dish",0,https://images.metmuseum.org/CRDImages/ad/original/DP238394.jpg,https://www.metmuseum.org/art/collection/search/2359,1,1,1946
275,"Figure Dish",0,https://images.metmuseum.org/CRDImages/ad/original/DP241771.jpg,https://www.metmuseum.org/art/collection/search/2364,1,1,1946
276,"Pomade Jar",0,https://images.metmuseum.org/CRDImages/ad/original/180306.jpg,https://www.metmuseum.org/art/collection/search/2388,1,1,1946
277,"Covered goblet",1,https://images.metmuseum.org/CRDImages/ad/original/DT187.jpg,https://www.metmuseum.org/art/collection/search/2390,1,1,1928
278,"Covered Honey Dish",0,https://images.metmuseum.org/CRDImages/ad/original/181691.jpg,https://www.metmuseum.org/art/collection/search/2391,1,1,1946
279,"Covered Vase",0,https://images.metmuseum.org/CRDImages/ad/original/138215.jpg,https://www.metmuseum.org/art/collection/search/2392,7,1,1946
280,Jar,0,https://images.metmuseum.org/CRDImages/ad/original/DP248991.jpg,https://www.metmuseum.org/art/collection/search/2397,11,1,1917
281,"Marmalade Jar",0,https://images.metmuseum.org/CRDImages/ad/original/182107.jpg,https://www.metmuseum.org/art/collection/search/2403,2,1,1946
282,"Covered Owl Jar",0,https://images.metmuseum.org/CRDImages/ad/original/DP241775.jpg,https://www.metmuseum.org/art/collection/search/2405,1,1,1946
283,"Sugar pot",1,https://images.metmuseum.org/CRDImages/ad/original/DT158.jpg,https://www.metmuseum.org/art/collection/search/2408,1,1,1918
284,"Covered jar",0,https://images.metmuseum.org/CRDImages/ad/original/DP208395.jpg,https://www.metmuseum.org/art/collection/search/2409,1,1,1946
285,"Covered Jug",0,https://images.metmuseum.org/CRDImages/ad/original/133420.jpg,https://www.metmuseum.org/art/collection/search/2418,2,1,1944
286,"Milk Pot",0,https://images.metmuseum.org/CRDImages/ad/original/DP228037.jpg,https://www.metmuseum.org/art/collection/search/2424,1,1,1923
287,"Covered milk jug",0,https://images.metmuseum.org/CRDImages/ad/original/133849.jpg,https://www.metmuseum.org/art/collection/search/2426,2,1,1945
288,"Covered mug",0,https://images.metmuseum.org/CRDImages/ad/original/ADA5797.jpg,https://www.metmuseum.org/art/collection/search/2427,1,1,1987
289,"Covered Pitcher",0,https://images.metmuseum.org/CRDImages/ad/original/DP258508.jpg,https://www.metmuseum.org/art/collection/search/2432,7,1,1910
290,"Covered Platter",0,https://images.metmuseum.org/CRDImages/ad/original/DP258507.jpg,https://www.metmuseum.org/art/collection/search/2434,7,1,1910
291,"Covered Porringer",0,https://images.metmuseum.org/CRDImages/ad/original/DP160403.jpg,https://www.metmuseum.org/art/collection/search/2439,1,1,1933
292,"Covered Punch Bowl",0,https://images.metmuseum.org/CRDImages/ad/original/DT5525.jpg,https://www.metmuseum.org/art/collection/search/2441,7,1,1940
293,Saltcellar,0,https://images.metmuseum.org/CRDImages/ad/original/187160.jpg,https://www.metmuseum.org/art/collection/search/2444,1,1,1946
294,"Covered Salt",0,https://images.metmuseum.org/CRDImages/ad/original/153496.jpg,https://www.metmuseum.org/art/collection/search/2445,1,1,1951
295,"Covered Saltcellar",0,https://images.metmuseum.org/CRDImages/ad/original/180363.jpg,https://www.metmuseum.org/art/collection/search/2446,1,1,1946
296,"Covered salt",0,https://images.metmuseum.org/CRDImages/ad/original/ADA4571.jpg,https://www.metmuseum.org/art/collection/search/2447,1,1,1951
297,"Covered Sauce Tureen",0,https://images.metmuseum.org/CRDImages/ad/original/DP258506.jpg,https://www.metmuseum.org/art/collection/search/2451,7,1,1910
298,"Covered Sauceboat",0,https://images.metmuseum.org/CRDImages/ad/original/171552.jpg,https://www.metmuseum.org/art/collection/search/2454,7,1,1960
299,"Covered Serving Dish",0,https://images.metmuseum.org/CRDImages/ad/original/DP260312.jpg,https://www.metmuseum.org/art/collection/search/2458,7,1,1960
300,"Covered slop jar",0,https://images.metmuseum.org/CRDImages/ad/original/DP207935.jpg,https://www.metmuseum.org/art/collection/search/2473,1,1,1939
301,"Snuff Canister",0,https://images.metmuseum.org/CRDImages/ad/original/DP257707.jpg,https://www.metmuseum.org/art/collection/search/2474,1,1,1920
302,"Soup Tureen",0,https://images.metmuseum.org/CRDImages/ad/original/DP258880.jpg,https://www.metmuseum.org/art/collection/search/2475,7,1,1910
303,"Spout Cup",0,https://images.metmuseum.org/CRDImages/ad/original/DP107243.jpg,https://www.metmuseum.org/art/collection/search/2477,1,1,1949
304,"Covered Sugar Bowl",0,https://images.metmuseum.org/CRDImages/ad/original/17429.jpg,https://www.metmuseum.org/art/collection/search/2478,2,1,1913
305,"Sugar bowl",0,https://images.metmuseum.org/CRDImages/ad/original/DP206701.jpg,https://www.metmuseum.org/art/collection/search/2483,1,1,1920
306,"Covered sugar bowl",0,https://images.metmuseum.org/CRDImages/ad/original/DP225376.jpg,https://www.metmuseum.org/art/collection/search/2504,1,1,1923
307,"Covered Hobnail Sugar Bowl",0,https://images.metmuseum.org/CRDImages/ad/original/176852.jpg,https://www.metmuseum.org/art/collection/search/2505,1,1,1946
308,"Sweetmeat Compote",0,https://images.metmuseum.org/CRDImages/ad/original/DP236711.jpg,https://www.metmuseum.org/art/collection/search/2529,1,1,1946
309,"Sweetmeat jar",0,https://images.metmuseum.org/CRDImages/ad/original/DP208097.jpg,https://www.metmuseum.org/art/collection/search/2531,1,1,1946
310,"Covered Sweetmeat Jar",0,https://images.metmuseum.org/CRDImages/ad/original/193945.jpg,https://www.metmuseum.org/art/collection/search/2532,13,1,1970
311,"Tobacco Box",0,https://images.metmuseum.org/CRDImages/ad/original/162437.jpg,https://www.metmuseum.org/art/collection/search/2538,1,1,1956
312,"Covered Tobacco Jar",0,https://images.metmuseum.org/CRDImages/ad/original/DP252540.jpg,https://www.metmuseum.org/art/collection/search/2540,1,1,1914
313,"Covered Toddy Jug",0,https://images.metmuseum.org/CRDImages/ad/original/DP264262.jpg,https://www.metmuseum.org/art/collection/search/2542,7,1,1938
314,"Covered Toilet Box",0,https://images.metmuseum.org/CRDImages/ad/original/ADA5494.jpg,https://www.metmuseum.org/art/collection/search/2543,1,1,1984
315,"Covered Tureen",0,https://images.metmuseum.org/CRDImages/ad/original/DP237865.jpg,https://www.metmuseum.org/art/collection/search/2547,2,1,1936
316,Tureen,0,https://images.metmuseum.org/CRDImages/ad/original/171550.jpg,https://www.metmuseum.org/art/collection/search/2548,7,1,1960
317,"Covered Urn",0,https://images.metmuseum.org/CRDImages/ad/original/262728.jpg,https://www.metmuseum.org/art/collection/search/2551,17,1,1970
318,"Covered Vegetable Dish",0,https://images.metmuseum.org/CRDImages/ad/original/153468.jpg,https://www.metmuseum.org/art/collection/search/2573,1,1,1951
319,"Recumbant cow",0,https://images.metmuseum.org/CRDImages/ad/original/DP207947.jpg,https://www.metmuseum.org/art/collection/search/2578,1,1,1983
320,Cradle,0,https://images.metmuseum.org/CRDImages/ad/original/HR10.125.672.X.jpg,https://www.metmuseum.org/art/collection/search/2579,1,1,1910
321,"Cream Jug",0,https://images.metmuseum.org/CRDImages/ad/original/ADA4081.jpg,https://www.metmuseum.org/art/collection/search/2582,1,1,1913
322,Creampot,0,https://images.metmuseum.org/CRDImages/ad/original/ADA5815.jpg,https://www.metmuseum.org/art/collection/search/2585,1,1,1987
323,"Cream Pitcher",0,https://images.metmuseum.org/CRDImages/ad/original/97303.jpg,https://www.metmuseum.org/art/collection/search/2610,2,1,1934
324,"Cream pitcher",0,https://images.metmuseum.org/CRDImages/ad/original/DP207348.jpg,https://www.metmuseum.org/art/collection/search/2640,1,1,1951
325,"Hobnail Creamer",0,https://images.metmuseum.org/CRDImages/ad/original/176929.jpg,https://www.metmuseum.org/art/collection/search/2680,1,1,1946
326,"Milk pitcher",0,https://images.metmuseum.org/CRDImages/ad/original/116845.jpg,https://www.metmuseum.org/art/collection/search/2684,2,1,1938
327,"Drawing of the Crucifixion",0,https://images.metmuseum.org/CRDImages/ad/original/APS2244.jpg,https://www.metmuseum.org/art/collection/search/2738,1,1,1934
328,Cruet,0,https://images.metmuseum.org/CRDImages/ad/original/181921.jpg,https://www.metmuseum.org/art/collection/search/2741,1,1,1946
329,"Cruet Stand",0,https://images.metmuseum.org/CRDImages/ad/original/DP216645.jpg,https://www.metmuseum.org/art/collection/search/2747,1,1,1972
330,"Cruet stand",0,https://images.metmuseum.org/CRDImages/ad/original/DP216647.jpg,https://www.metmuseum.org/art/collection/search/2748,1,1,1983
331,"Hobnail Cruet",0,https://images.metmuseum.org/CRDImages/ad/original/176841.jpg,https://www.metmuseum.org/art/collection/search/2754,1,1,1946
332,"Cup and Saucer",0,https://images.metmuseum.org/CRDImages/ad/original/66644.jpg,https://www.metmuseum.org/art/collection/search/2762,2,1,1927
333,"Two-handled cup",0,https://images.metmuseum.org/CRDImages/ad/original/DP207290.jpg,https://www.metmuseum.org/art/collection/search/2764,1,1,1930
334,Saucer,0,https://images.metmuseum.org/CRDImages/ad/original/97297.jpg,https://www.metmuseum.org/art/collection/search/2767,2,1,1934
335,Salt,0,https://images.metmuseum.org/CRDImages/ad/original/DP206720.jpg,https://www.metmuseum.org/art/collection/search/2773,1,1,1937
336,"Cup and saucer",0,https://images.metmuseum.org/CRDImages/ad/original/DP208429.jpg,https://www.metmuseum.org/art/collection/search/2796,1,1,1969
337,"Cup Plate",0,https://images.metmuseum.org/CRDImages/ad/original/123206.jpg,https://www.metmuseum.org/art/collection/search/2909,1,1,1940
338,"Cup plate",0,https://images.metmuseum.org/CRDImages/ad/original/DP207344.jpg,https://www.metmuseum.org/art/collection/search/2918,1,1,1945
339,Cupboard,0,https://images.metmuseum.org/CRDImages/ad/original/DT240425.jpg,https://www.metmuseum.org/art/collection/search/2964,1,1,1910
340,"Curtain Knob",0,https://images.metmuseum.org/CRDImages/ad/original/12341.jpg,https://www.metmuseum.org/art/collection/search/2975,1,1,1912
341,Tieback,0,https://images.metmuseum.org/CRDImages/ad/original/176754.jpg,https://www.metmuseum.org/art/collection/search/3020,1,1,1963
342,"Curtain Tieback",0,https://images.metmuseum.org/CRDImages/ad/original/190197.jpg,https://www.metmuseum.org/art/collection/search/3024,18,1,1968
343,Cuspidor,0,https://images.metmuseum.org/CRDImages/ad/original/ADA5355.jpg,https://www.metmuseum.org/art/collection/search/3032,1,1,1983
344,"Custard Cup",0,https://images.metmuseum.org/CRDImages/ad/original/DP258888.jpg,https://www.metmuseum.org/art/collection/search/3033,7,1,1910
345,"Bust of Daniel Webster",0,https://images.metmuseum.org/CRDImages/ad/original/34240.jpg,https://www.metmuseum.org/art/collection/search/3060,6,1,1883
346,Pipe,0,https://images.metmuseum.org/CRDImages/ad/original/DP242557.jpg,https://www.metmuseum.org/art/collection/search/3061,1,1,1939
347,Decanter,0,https://images.metmuseum.org/CRDImages/ad/original/15047.jpg,https://www.metmuseum.org/art/collection/search/3062,1,1,1913
348,"Toy decanter",0,https://images.metmuseum.org/CRDImages/ad/original/DP206746.jpg,https://www.metmuseum.org/art/collection/search/3077,1,1,1980
349,"Decanter Label",0,https://images.metmuseum.org/CRDImages/ad/original/134162.jpg,https://www.metmuseum.org/art/collection/search/3087,1,1,1945
350,"Manuscript Deed for Shaw Homestead, Kensington, New Hampshire",0,https://images.metmuseum.org/CRDImages/ad/original/13303.jpg,https://www.metmuseum.org/art/collection/search/3099,1,1,1912
351,Demijohn,0,https://images.metmuseum.org/CRDImages/ad/original/123898.jpg,https://www.metmuseum.org/art/collection/search/3101,1,1,1941
352,"Demitasse Cup and Saucer",0,https://images.metmuseum.org/CRDImages/ad/original/171512.jpg,https://www.metmuseum.org/art/collection/search/3106,7,1,1960
353,"Desk and Bookcase",0,https://images.metmuseum.org/CRDImages/ad/original/11462.jpg,https://www.metmuseum.org/art/collection/search/3140,1,1,1910
354,"Desk and bookcase",0,https://images.metmuseum.org/CRDImages/ad/original/DT167.jpg,https://www.metmuseum.org/art/collection/search/3141,1,1,1915
355,"Secretary and bookcase",0,https://images.metmuseum.org/CRDImages/ad/original/ADA264.jpg,https://www.metmuseum.org/art/collection/search/3149,1,1,1946
356,"Gentleman’s secretary",0,https://images.metmuseum.org/CRDImages/ad/original/ADA2639.jpg,https://www.metmuseum.org/art/collection/search/3153,1,1,1971
357,Secretary,0,https://images.metmuseum.org/CRDImages/ad/original/DP123957.jpg,https://www.metmuseum.org/art/collection/search/3157,1,1,1969
358,Secretary-bookcase,1,https://images.metmuseum.org/CRDImages/ad/original/DT175.jpg,https://www.metmuseum.org/art/collection/search/3158,1,1,1960
359,"Cylinder Desk and Bookcase",0,https://images.metmuseum.org/CRDImages/ad/original/DP171118.jpg,https://www.metmuseum.org/art/collection/search/3159,1,1,1985
360,"Dessert Plate",0,https://images.metmuseum.org/CRDImages/ad/original/66654.jpg,https://www.metmuseum.org/art/collection/search/3162,2,1,1927
361,"Dessert Spoon",0,https://images.metmuseum.org/CRDImages/ad/original/45131.jpg,https://www.metmuseum.org/art/collection/search/3164,1,1,1919
362,Spoon,0,https://images.metmuseum.org/CRDImages/ad/original/178012.jpg,https://www.metmuseum.org/art/collection/search/3165,1,1,1963
363,"Drop-leaf Dining Table",0,https://images.metmuseum.org/CRDImages/ad/original/17638.jpg,https://www.metmuseum.org/art/collection/search/3170,1,1,1910
364,"Drop-leaf dining table",0,https://images.metmuseum.org/CRDImages/ad/original/DP205015.jpg,https://www.metmuseum.org/art/collection/search/3172,1,1,1919
365,"Dining Table",0,https://images.metmuseum.org/CRDImages/ad/original/ADA3253.jpg,https://www.metmuseum.org/art/collection/search/3179,1,1,1966
366,"Extension Table",0,https://images.metmuseum.org/CRDImages/ad/original/199454.jpg,https://www.metmuseum.org/art/collection/search/3182,1,1,1970
367,"Dining table",0,https://images.metmuseum.org/CRDImages/ad/original/80053.jpg,https://www.metmuseum.org/art/collection/search/3184,1,1,1911
368,"Dinner Plate",0,https://images.metmuseum.org/CRDImages/ad/original/ADA2660.jpg,https://www.metmuseum.org/art/collection/search/3188,7,1,1971
369,Plate,0,https://images.metmuseum.org/CRDImages/ad/original/DP251392.jpg,https://www.metmuseum.org/art/collection/search/3210,11,1,1911
370,"Heart Dish",0,https://images.metmuseum.org/CRDImages/ad/original/136400.jpg,https://www.metmuseum.org/art/collection/search/3233,2,1,1946
371,"Communion Dish",0,https://images.metmuseum.org/CRDImages/ad/original/DP216630.jpg,https://www.metmuseum.org/art/collection/search/3304,1,1,1933
372,"Vegetable Dish",0,https://images.metmuseum.org/CRDImages/ad/original/24647.jpg,https://www.metmuseum.org/art/collection/search/3316,2,1,1914
373,"Dish Cross",0,https://images.metmuseum.org/CRDImages/ad/original/DP216631.jpg,https://www.metmuseum.org/art/collection/search/3346,1,1,1946
374,"Figural spill vase",0,https://images.metmuseum.org/CRDImages/ad/original/DP253046.jpg,https://www.metmuseum.org/art/collection/search/3348,1,1,1945
375,"Door and Hardware",0,https://images.metmuseum.org/CRDImages/ad/original/114701.jpg,https://www.metmuseum.org/art/collection/search/3350,1,1,1934
376,"Door from the Great Hall of Van Rensselaer Manor House, Albany, New York",0,https://images.metmuseum.org/CRDImages/ad/original/DT2511.jpg,https://www.metmuseum.org/art/collection/search/3351,1,1,1931
377,"Door Knob",0,https://images.metmuseum.org/CRDImages/ad/original/10996-11.109.jpg,https://www.metmuseum.org/art/collection/search/3365,6,1,1911
378,Doorknob,0,https://images.metmuseum.org/CRDImages/ad/original/DP253030.jpg,https://www.metmuseum.org/art/collection/search/3368,1,1,1914
379,Doorway,0,https://images.metmuseum.org/CRDImages/ad/original/36388.jpg,https://www.metmuseum.org/art/collection/search/3381,1,1,1916
380,"Doorway from Chalkley Hall, Frankford, Pennsylvania",0,https://images.metmuseum.org/CRDImages/ad/original/169269.jpg,https://www.metmuseum.org/art/collection/search/3384,1,1,1957
381,"Double Counter",0,https://images.metmuseum.org/CRDImages/ad/original/DP263977.jpg,https://www.metmuseum.org/art/collection/search/3385,1,1,1966
382,"Egg Cup",0,https://images.metmuseum.org/CRDImages/ad/original/DP236707.jpg,https://www.metmuseum.org/art/collection/search/3387,1,1,1946
383,"Dough Board Scraper",0,https://images.metmuseum.org/CRDImages/ad/original/112910.jpg,https://www.metmuseum.org/art/collection/search/3392,1,1,1937
384,"Figure of a Dove",0,https://images.metmuseum.org/CRDImages/ad/original/140874.jpg,https://www.metmuseum.org/art/collection/search/3394,1,1,1947
385,"Dower Chest",0,https://images.metmuseum.org/CRDImages/ad/original/DP273674.jpg,https://www.metmuseum.org/art/collection/search/3396,1,1,1934
386,"Dram Cup",0,https://images.metmuseum.org/CRDImages/ad/original/DP105856.jpg,https://www.metmuseum.org/art/collection/search/3401,1,1,1939
387,"Drapery Tieback",0,https://images.metmuseum.org/CRDImages/ad/original/240610.jpg,https://www.metmuseum.org/art/collection/search/3402,1,1,1986
388,Drawing,0,https://images.metmuseum.org/CRDImages/ad/original/97218.jpg,https://www.metmuseum.org/art/collection/search/3408,1,1,1934
389,"Fraktur Motifs",0,https://images.metmuseum.org/CRDImages/ad/original/DP273679.jpg,https://www.metmuseum.org/art/collection/search/3409,1,1,1944
390,Fraktur,0,https://images.metmuseum.org/CRDImages/ad/original/DT4855.jpg,https://www.metmuseum.org/art/collection/search/3410,1,1,1966
391,"Parlor from the William C. Williams House",0,https://images.metmuseum.org/CRDImages/ad/original/DP220479.jpg,https://www.metmuseum.org/art/collection/search/3411,1,1,1968
392,"Dress Sword",0,https://images.metmuseum.org/CRDImages/ad/original/155365.jpg,https://www.metmuseum.org/art/collection/search/3412,1,1,1951
393,Dresser,0,https://images.metmuseum.org/CRDImages/ad/original/134789.jpg,https://www.metmuseum.org/art/collection/search/3414,1,1,1945
394,"Dressing Glass",0,https://images.metmuseum.org/CRDImages/ad/original/122936.jpg,https://www.metmuseum.org/art/collection/search/3415,7,1,1941
395,"Dressing glass",0,https://images.metmuseum.org/CRDImages/ad/original/DP-16170-009.jpg,https://www.metmuseum.org/art/collection/search/3417,1,1,1910
396,"Dressing Stand",0,https://images.metmuseum.org/CRDImages/ad/original/194006.jpg,https://www.metmuseum.org/art/collection/search/3418,1,1,1970
397,"Dressing table",0,https://images.metmuseum.org/CRDImages/ad/original/DT235351.jpg,https://www.metmuseum.org/art/collection/search/3419,1,1,1910
398,"Dressing Table",0,https://images.metmuseum.org/CRDImages/ad/original/85T_ACF3129R8.jpg,https://www.metmuseum.org/art/collection/search/3421,1,1,1910
399,"Drop-leaf Table",0,https://images.metmuseum.org/CRDImages/ad/original/7837.jpg,https://www.metmuseum.org/art/collection/search/3441,1,1,1910
400,"Drop-leaf Pembroke Table",0,https://images.metmuseum.org/CRDImages/ad/original/207370.jpg,https://www.metmuseum.org/art/collection/search/3454,1,1,1911
401,Easel,0,https://images.metmuseum.org/CRDImages/ad/original/SF25_199.jpg,https://www.metmuseum.org/art/collection/search/3476,1,1,1925
402,"Easy Chair",0,https://images.metmuseum.org/CRDImages/ad/original/79683.jpg,https://www.metmuseum.org/art/collection/search/3477,1,1,1910
403,"Easy chair",0,https://images.metmuseum.org/CRDImages/ad/original/DP368626.jpg,https://www.metmuseum.org/art/collection/search/3480,1,1,1931
404,"Lighthouse Clock",0,https://images.metmuseum.org/CRDImages/ad/original/81307.jpg,https://www.metmuseum.org/art/collection/search/3499,1,1,1930
405,"Elevator panel from the Manhattan Building, Chicago, Illinois",0,https://images.metmuseum.org/CRDImages/ad/original/ADA5214.jpg,https://www.metmuseum.org/art/collection/search/3529,1,1,1981
406,"Embroidery frame",0,https://images.metmuseum.org/CRDImages/ad/original/66791.jpg,https://www.metmuseum.org/art/collection/search/3530,1,1,1926
407,"Encaustic Tile",0,https://images.metmuseum.org/CRDImages/ad/original/ADA5526.jpg,https://www.metmuseum.org/art/collection/search/3531,1,1,1984
408,"Engraved Plate",0,https://images.metmuseum.org/CRDImages/ad/original/25526.jpg,https://www.metmuseum.org/art/collection/search/3536,6,1,1883
409,Epergne,0,https://images.metmuseum.org/CRDImages/ad/original/158337.jpg,https://www.metmuseum.org/art/collection/search/3537,6,1,1954
410,Escutcheon,0,https://images.metmuseum.org/CRDImages/ad/original/DP232778.jpg,https://www.metmuseum.org/art/collection/search/3547,6,1,1968
411,Étagère,0,https://images.metmuseum.org/CRDImages/ad/original/192554.jpg,https://www.metmuseum.org/art/collection/search/3553,1,1,1969
412,"Étagère Shelves",0,https://images.metmuseum.org/CRDImages/ad/original/ADA44.jpg,https://www.metmuseum.org/art/collection/search/3557,1,1,1971
413,Ewer,0,https://images.metmuseum.org/CRDImages/ad/original/DP276511.jpg,https://www.metmuseum.org/art/collection/search/3558,7,1,1935
414,"Exterior Door from Dr. Stephen Thorn House, New Hackensack, New York",0,https://images.metmuseum.org/CRDImages/ad/original/DP105044.jpg,https://www.metmuseum.org/art/collection/search/3579,1,1,1934
415,"Exterior Doorway from One West Broad Street, Savannah, Georgia",0,https://images.metmuseum.org/CRDImages/ad/original/136136.jpg,https://www.metmuseum.org/art/collection/search/3580,1,1,1916
416,Fan,0,https://images.metmuseum.org/CRDImages/ad/original/10A_043R4.jpg,https://www.metmuseum.org/art/collection/search/3583,7,1,1932
417,"Fanlight from Craig House, Baltimore, Maryland",0,https://images.metmuseum.org/CRDImages/ad/original/48169.jpg,https://www.metmuseum.org/art/collection/search/3584,1,1,1918
418,"Female Figure",0,https://images.metmuseum.org/CRDImages/ad/original/140871.jpg,https://www.metmuseum.org/art/collection/search/3585,1,1,1947
419,Fender,0,https://images.metmuseum.org/CRDImages/ad/original/41808.jpg,https://www.metmuseum.org/art/collection/search/3588,1,1,1918
420,"Figure Group",0,https://images.metmuseum.org/CRDImages/ad/original/117426.jpg,https://www.metmuseum.org/art/collection/search/3597,2,1,1938
421,"Figure of Autumn",0,https://images.metmuseum.org/CRDImages/ad/original/DP-20304-001.jpg,https://www.metmuseum.org/art/collection/search/3602,1,1,1947
422,"Figure of a Girl",0,https://images.metmuseum.org/CRDImages/ad/original/140909.jpg,https://www.metmuseum.org/art/collection/search/3603,1,1,1947
423,"Figure of a Rat",0,https://images.metmuseum.org/CRDImages/ad/original/80912.jpg,https://www.metmuseum.org/art/collection/search/3604,1,1,1930
424,"Figure of the Finding of Moses",0,https://images.metmuseum.org/CRDImages/ad/original/189868.jpg,https://www.metmuseum.org/art/collection/search/3605,2,1,1968
425,"Finger Bowl",0,https://images.metmuseum.org/CRDImages/ad/original/DP243774.jpg,https://www.metmuseum.org/art/collection/search/3606,2,1,1952
426,"Hobnail finger bowl",0,https://images.metmuseum.org/CRDImages/ad/original/186851.jpg,https://www.metmuseum.org/art/collection/search/3611,1,1,1946
427,"Hobnail Finger Bowl",0,https://images.metmuseum.org/CRDImages/ad/original/176845.jpg,https://www.metmuseum.org/art/collection/search/3612,1,1,1946
428,"Finger Vase",0,https://images.metmuseum.org/CRDImages/ad/original/190640.jpg,https://www.metmuseum.org/art/collection/search/3631,2,1,1969
429,"Fire Brush",0,https://images.metmuseum.org/CRDImages/ad/original/138513.jpg,https://www.metmuseum.org/art/collection/search/3635,1,1,1946
430,"Fire Plate",0,https://images.metmuseum.org/CRDImages/ad/original/131338.jpg,https://www.metmuseum.org/art/collection/search/3638,1,1,1943
431,Firescreen,0,https://images.metmuseum.org/CRDImages/ad/original/243425.jpg,https://www.metmuseum.org/art/collection/search/3642,1,1,1986
432,Shovel,0,https://images.metmuseum.org/CRDImages/ad/original/17130.jpg,https://www.metmuseum.org/art/collection/search/3644,1,1,1910
433,"Fire Shovel",0,https://images.metmuseum.org/CRDImages/ad/original/197729.jpg,https://www.metmuseum.org/art/collection/search/3648,1,1,1971
434,Tongs,0,https://images.metmuseum.org/CRDImages/ad/original/DP-16170-033.jpg,https://www.metmuseum.org/art/collection/search/3655,1,1,1946
435,"Fire Tongs",0,https://images.metmuseum.org/CRDImages/ad/original/197730.jpg,https://www.metmuseum.org/art/collection/search/3657,1,1,1971
436,"Fire Tool Stand",0,https://images.metmuseum.org/CRDImages/ad/original/197728.jpg,https://www.metmuseum.org/art/collection/search/3659,1,1,1971
437,Fireback,0,https://images.metmuseum.org/CRDImages/ad/original/133252.jpg,https://www.metmuseum.org/art/collection/search/3662,1,1,1944
438,"Platter and Rack",0,https://images.metmuseum.org/CRDImages/ad/original/ADA2990.jpg,https://www.metmuseum.org/art/collection/search/3686,7,1,1953
